,ID,Delivery_person_Ratings,Delivery_person_Age,time_periods,Time_taken(min),Age_Group,Time_Group
1556,0x5dbd ,4.8,20,19:00-22:00,26,20-30,20-30
1557,0xc5f2 ,4.8,36,19:00-22:00,28,30-40,20-30
1558,0x6eaa ,4.6,29,19:00-22:00,20,20-30,20-30
1559,0xd9ea ,4.9,38,19:00-22:00,34,30-40,30-40
1560,0xc91e ,4.8,24,16:00-19:00,15,20-30,10-20
1561,0x9af ,4.9,20,19:00-22:00,24,20-30,20-30
1562,0x4013 ,4.5,24,22:00-23:59,13,20-30,10-20
1563,0x4442 ,5.0,23,16:00-19:00,20,20-30,20-30
1564,0x962e ,4.4,38,16:00-19:00,32,30-40,30-40
1565,0xca86 ,4.9,33,19:00-22:00,32,30-40,30-40
1566,0xdbc ,4.7,20,10:00-13:00,27,20-30,20-30
1567,0x4947 ,5.0,35,10:00-13:00,17,30-40,10-20
1568,0xcc09 ,4.8,38,19:00-22:00,37,30-40,30-40
1569,0x37e4 ,4.9,20,19:00-22:00,34,20-30,30-40
1570,0x89ac ,5.0,21,16:00-19:00,11,20-30,10-20
1571,0x2445 ,4.8,36,16:00-19:00,16,30-40,10-20
1572,0x4db6 ,4.8,37,13:00-16:00,28,30-40,20-30
1573,0x50af ,4.5,27,19:00-22:00,22,20-30,20-30
1574,0x76af ,4.7,37,10:00-13:00,19,30-40,10-20
1575,0x9eb9 ,4.9,33,22:00-23:59,26,30-40,20-30
1576,0x98f1 ,4.1,30,22:00-23:59,35,30-40,30-40
1579,0x7009 ,5.0,20,10:00-13:00,31,20-30,30-40
1580,0x6e84 ,4.7,39,19:00-22:00,20,30-40,20-30
1581,0x372c ,4.5,28,19:00-22:00,23,20-30,20-30
1582,0x8b11 ,4.9,39,19:00-22:00,17,30-40,10-20
1583,0x8a20 ,4.5,29,10:00-13:00,16,20-30,10-20
1584,0x95a8 ,4.2,37,22:00-23:59,23,30-40,20-30
1585,0x7fc8 ,4.6,25,16:00-19:00,19,20-30,10-20
1587,0x8093 ,5.0,29,10:00-13:00,14,20-30,10-20
1588,0x29b2 ,4.8,29,10:00-13:00,26,20-30,20-30
1589,0x96a0 ,4.8,38,19:00-22:00,30,30-40,30-40
1590,0xb7d6 ,4.6,32,16:00-19:00,24,30-40,20-30
1591,0xad72 ,4.0,31,19:00-22:00,34,30-40,30-40
1592,0x6dae ,4.7,30,07:00-10:00,20,30-40,20-30
1593,0xbc81 ,4.7,33,22:00-23:59,19,30-40,10-20
1594,0x26d8 ,4.4,38,22:00-23:59,44,30-40,40-54
1595,0x6415 ,4.8,31,22:00-23:59,28,30-40,20-30
1597,0x24c0 ,4.5,35,22:00-23:59,28,30-40,20-30
1598,0x780d ,4.6,24,19:00-22:00,33,20-30,30-40
1600,0x9f58 ,4.6,33,19:00-22:00,38,30-40,30-40
1602,0x421c ,4.7,39,13:00-16:00,26,30-40,20-30
1603,0x7d70 ,4.9,31,22:00-23:59,25,30-40,20-30
1604,0x2253 ,4.8,22,10:00-13:00,25,20-30,20-30
1605,0x1bfc ,4.3,39,19:00-22:00,43,30-40,40-54
1606,0x6533 ,4.9,31,10:00-13:00,24,30-40,20-30
1607,0xb297 ,4.7,35,16:00-19:00,33,30-40,30-40
1608,0xd8fd ,4.9,24,19:00-22:00,28,20-30,20-30
1609,0xb31b ,4.5,28,19:00-22:00,25,20-30,20-30
1610,0x5f8c ,5.0,35,22:00-23:59,25,30-40,20-30
1612,0xbe9f ,4.6,24,19:00-22:00,20,20-30,20-30
1613,0x62f2 ,3.5,31,22:00-23:59,31,30-40,30-40
1614,0xa438 ,4.7,33,19:00-22:00,20,30-40,20-30
1615,0x1be2 ,4.5,34,10:00-13:00,22,30-40,20-30
1616,0x4417 ,4.7,35,16:00-19:00,24,30-40,20-30
1617,0xb0b1 ,4.6,20,10:00-13:00,23,20-30,20-30
1618,0xd6fb ,4.3,21,10:00-13:00,33,20-30,30-40
1619,0x225a ,4.7,33,16:00-19:00,21,30-40,20-30
1620,0xc594 ,4.5,26,16:00-19:00,16,20-30,10-20
1621,0x80ea ,5.0,37,19:00-22:00,34,30-40,30-40
1625,0x8ba7 ,4.8,24,07:00-10:00,14,20-30,10-20
1626,0xe96 ,4.5,34,19:00-22:00,27,30-40,20-30
1627,0x8aca ,4.6,33,07:00-10:00,18,30-40,10-20
1628,0xc810 ,4.8,31,22:00-23:59,26,30-40,20-30
1629,0xdb9c ,4.8,24,16:00-19:00,32,20-30,30-40
1630,0x93f2 ,4.6,21,10:00-13:00,11,20-30,10-20
1631,0x73d4 ,4.8,30,10:00-13:00,27,30-40,20-30
1632,0xaae3 ,4.7,29,16:00-19:00,14,20-30,10-20
1633,0x7425 ,4.7,34,22:00-23:59,23,30-40,20-30
1634,0xb4eb ,4.4,20,19:00-22:00,34,20-30,30-40
1635,0x428c ,4.6,28,16:00-19:00,10,20-30,10-20
1636,0xd9ca ,4.5,26,19:00-22:00,19,20-30,10-20
1637,0x9d74 ,4.8,25,19:00-22:00,19,20-30,10-20
1638,0x7877 ,5.0,39,19:00-22:00,39,30-40,30-40
1639,0xd3b9 ,4.9,22,22:00-23:59,15,20-30,10-20
1640,0x23e6 ,4.2,31,22:00-23:59,24,30-40,20-30
1641,0xd352 ,4.4,34,22:00-23:59,35,30-40,30-40
1642,0x67dd ,4.5,26,13:00-16:00,22,20-30,20-30
1643,0x5a5e ,4.1,35,16:00-19:00,38,30-40,30-40
1644,0x9def ,5.0,29,22:00-23:59,24,20-30,20-30
1645,0xb235 ,3.5,22,19:00-22:00,41,20-30,40-54
1646,0x3654 ,4.1,34,19:00-22:00,35,30-40,30-40
1647,0x635e ,4.6,27,22:00-23:59,11,20-30,10-20
1648,0x4033 ,4.9,35,16:00-19:00,32,30-40,30-40
1649,0xefa ,4.8,27,19:00-22:00,35,20-30,30-40
1650,0x185e ,4.5,38,19:00-22:00,44,30-40,40-54
1651,0xd250 ,4.9,31,19:00-22:00,25,30-40,20-30
1652,0xa87a ,4.7,20,19:00-22:00,27,20-30,20-30
1653,0x39d1 ,4.6,33,19:00-22:00,18,30-40,10-20
1654,0x10c6 ,4.1,24,22:00-23:59,23,20-30,20-30
1655,0x8449 ,4.5,25,16:00-19:00,24,20-30,20-30
1656,0xd6e6 ,4.8,23,16:00-19:00,17,20-30,10-20
1657,0x9358 ,4.9,39,19:00-22:00,27,30-40,20-30
1658,0x97d2 ,4.8,30,22:00-23:59,27,30-40,20-30
1659,0xc64a ,4.5,36,19:00-22:00,24,30-40,20-30
1660,0xa12b ,4.7,27,07:00-10:00,19,20-30,10-20
1661,0x3e75 ,4.8,35,19:00-22:00,23,30-40,20-30
1662,0xd201 ,4.5,27,16:00-19:00,29,20-30,20-30
1663,0x59a1 ,4.6,28,07:00-10:00,10,20-30,10-20
1664,0xaed7 ,4.8,24,07:00-10:00,13,20-30,10-20
1665,0x7f6c ,3.8,33,00:00-04:00,37,30-40,30-40
1667,0x78cd ,5.0,30,19:00-22:00,21,30-40,20-30
1668,0x68d8 ,4.7,39,16:00-19:00,29,30-40,20-30
1670,0x6b52 ,4.7,38,10:00-13:00,39,30-40,30-40
1671,0xf5b ,4.7,31,16:00-19:00,16,30-40,10-20
1672,0xb485 ,4.8,28,19:00-22:00,26,20-30,20-30
1673,0x35d0 ,4.9,28,07:00-10:00,15,20-30,10-20
1674,0xb48e ,3.7,36,16:00-19:00,33,30-40,30-40
1675,0x43b8 ,4.9,31,22:00-23:59,17,30-40,10-20
1676,0x3b32 ,5.0,34,16:00-19:00,38,30-40,30-40
1677,0xc2a3 ,4.6,39,10:00-13:00,26,30-40,20-30
1678,0x44aa ,4.8,36,22:00-23:59,25,30-40,20-30
1680,0x6386 ,4.6,32,16:00-19:00,16,30-40,10-20
1682,0xdd39 ,4.8,28,22:00-23:59,14,20-30,10-20
1683,0x511c ,5.0,36,10:00-13:00,49,30-40,40-54
1684,0xe241 ,4.7,24,22:00-23:59,13,20-30,10-20
1685,0x6292 ,4.7,30,22:00-23:59,18,30-40,10-20
1687,0xbc17 ,4.5,33,00:00-04:00,20,30-40,20-30
1688,0xdf0f ,4.3,25,10:00-13:00,24,20-30,20-30
1689,0x2a4b ,4.8,20,16:00-19:00,24,20-30,20-30
1690,0x448a ,4.7,38,19:00-22:00,29,30-40,20-30
1692,0x34a9 ,4.9,33,22:00-23:59,22,30-40,20-30
1693,0x8926 ,4.9,21,07:00-10:00,14,20-30,10-20
1694,0x39d4 ,4.8,31,22:00-23:59,18,30-40,10-20
1695,0x7c7e ,4.6,34,16:00-19:00,27,30-40,20-30
1696,0x4374 ,4.8,33,19:00-22:00,40,30-40,40-54
1697,0x93ce ,4.7,31,10:00-13:00,21,30-40,20-30
1698,0xc8f9 ,4.6,37,19:00-22:00,48,30-40,40-54
1699,0xcd3c ,5.0,21,19:00-22:00,29,20-30,20-30
1700,0x928a ,4.6,38,19:00-22:00,36,30-40,30-40
1701,0x7a11 ,4.7,29,10:00-13:00,25,20-30,20-30
1702,0x74be ,4.0,28,19:00-22:00,34,20-30,30-40
1703,0x3174 ,4.9,36,19:00-22:00,30,30-40,30-40
1706,0xa858 ,4.7,30,16:00-19:00,15,30-40,10-20
1707,0xc69b ,4.2,23,16:00-19:00,36,20-30,30-40
1709,0x7b44 ,4.6,34,07:00-10:00,25,30-40,20-30
1710,0x97a2 ,4.9,29,16:00-19:00,30,20-30,30-40
1711,0xb0f4 ,3.6,39,22:00-23:59,35,30-40,30-40
1712,0x67d8 ,4.6,31,19:00-22:00,52,30-40,40-54
1713,0x4922 ,4.7,32,16:00-19:00,20,30-40,20-30
1714,0xd868 ,4.8,27,19:00-22:00,17,20-30,10-20
1715,0x543d ,4.6,30,16:00-19:00,17,30-40,10-20
1716,0x5867 ,4.6,30,07:00-10:00,22,30-40,20-30
1717,0xa566 ,4.8,21,19:00-22:00,27,20-30,20-30
1719,0x6a79 ,4.6,38,13:00-16:00,28,30-40,20-30
1720,0x1c06 ,4.9,34,10:00-13:00,17,30-40,10-20
1721,0xc280 ,4.7,27,22:00-23:59,16,20-30,10-20
1722,0xe1f3 ,4.6,30,22:00-23:59,19,30-40,10-20
1723,0x86cb ,4.8,25,22:00-23:59,15,20-30,10-20
1724,0xa172 ,4.7,21,22:00-23:59,24,20-30,20-30
1725,0xd9f0 ,4.7,21,13:00-16:00,30,20-30,30-40
1726,0x873b ,4.5,23,10:00-13:00,22,20-30,20-30
1727,0x911b ,4.8,37,19:00-22:00,40,30-40,40-54
1728,0x8ce4 ,4.8,28,10:00-13:00,15,20-30,10-20
1730,0x1439 ,4.5,21,10:00-13:00,17,20-30,10-20
1731,0x56f5 ,4.4,27,19:00-22:00,35,20-30,30-40
1732,0x22e9 ,4.2,20,07:00-10:00,29,20-30,20-30
1733,0xa16b ,4.5,33,19:00-22:00,28,30-40,20-30
1734,0x6f46 ,4.6,31,16:00-19:00,26,30-40,20-30
1735,0xc25d ,4.1,22,19:00-22:00,34,20-30,30-40
1736,0x6aa6 ,4.9,23,10:00-13:00,24,20-30,20-30
1737,0x109e ,4.6,26,19:00-22:00,22,20-30,20-30
1738,0x1716 ,4.6,23,07:00-10:00,15,20-30,10-20
1739,0x51f3 ,4.5,28,19:00-22:00,30,20-30,30-40
1740,0x1da9 ,4.1,26,22:00-23:59,16,20-30,10-20
1742,0x1acb ,4.8,39,22:00-23:59,44,30-40,40-54
1743,0xad40 ,4.9,33,07:00-10:00,12,30-40,10-20
1744,0xc176 ,4.9,24,10:00-13:00,24,20-30,20-30
1745,0x70cf ,3.8,38,19:00-22:00,41,30-40,40-54
1746,0x8b15 ,4.4,25,19:00-22:00,33,20-30,30-40
1748,0x4a5c ,4.4,32,19:00-22:00,40,30-40,40-54
1749,0x31fe ,4.7,25,19:00-22:00,15,20-30,10-20
1750,0x1c6e ,4.9,29,10:00-13:00,15,20-30,10-20
1751,0xbe46 ,4.8,22,16:00-19:00,19,20-30,10-20
1752,0xb634 ,4.7,36,00:00-04:00,19,30-40,10-20
1753,0x56ab ,4.5,20,16:00-19:00,23,20-30,20-30
1754,0x51ae ,4.6,31,10:00-13:00,19,30-40,10-20
1755,0x1971 ,4.9,30,07:00-10:00,16,30-40,10-20
1756,0x5278 ,4.9,33,22:00-23:59,15,30-40,10-20
1757,0x9528 ,4.2,36,19:00-22:00,32,30-40,30-40
1758,0xb2b3 ,4.7,32,16:00-19:00,25,30-40,20-30
1759,0x7ec ,4.6,39,16:00-19:00,33,30-40,30-40
1760,0x7e7f ,4.3,31,19:00-22:00,35,30-40,30-40
1761,0x474a ,4.9,21,19:00-22:00,20,20-30,20-30
1762,0x25c7 ,4.3,28,19:00-22:00,50,20-30,40-54
1763,0x461f ,4.8,28,16:00-19:00,21,20-30,20-30
1764,0x4006 ,4.6,29,16:00-19:00,15,20-30,10-20
1765,0x7e9b ,4.4,22,19:00-22:00,39,20-30,30-40
1766,0x4839 ,4.7,27,19:00-22:00,40,20-30,40-54
1767,0xcf5c ,4.6,26,16:00-19:00,12,20-30,10-20
1770,0x43ad ,4.3,21,19:00-22:00,33,20-30,30-40
1771,0xc798 ,4.8,20,16:00-19:00,33,20-30,30-40
1773,0x8db8 ,4.9,37,00:00-04:00,26,30-40,20-30
1774,0x6d2d ,4.9,22,07:00-10:00,22,20-30,20-30
1775,0x36f0 ,3.5,36,19:00-22:00,41,30-40,40-54
1776,0xb453 ,4.7,31,19:00-22:00,23,30-40,20-30
1777,0xd4c6 ,3.5,20,22:00-23:59,35,20-30,30-40
1778,0x33fe ,4.7,25,19:00-22:00,12,20-30,10-20
1779,0x369f ,4.7,33,16:00-19:00,33,30-40,30-40
1780,0xcf84 ,4.6,37,19:00-22:00,24,30-40,20-30
1781,0x5901 ,4.7,21,16:00-19:00,22,20-30,20-30
1782,0x8538 ,4.8,27,16:00-19:00,21,20-30,20-30
1783,0xc067 ,4.5,39,07:00-10:00,29,30-40,20-30
1784,0x8a46 ,4.9,28,16:00-19:00,18,20-30,10-20
1785,0x9d09 ,4.9,26,22:00-23:59,16,20-30,10-20
1786,0xb174 ,4.7,22,07:00-10:00,17,20-30,10-20
1787,0x3f2b ,4.6,26,22:00-23:59,17,20-30,10-20
1788,0x779a ,5.0,31,19:00-22:00,27,30-40,20-30
1789,0x6343 ,5.0,25,16:00-19:00,18,20-30,10-20
1790,0x2a7c ,4.9,22,07:00-10:00,14,20-30,10-20
1791,0x465b ,4.5,30,16:00-19:00,25,30-40,20-30
1792,0x5a61 ,4.6,36,19:00-22:00,27,30-40,20-30
1794,0x4680 ,4.8,33,19:00-22:00,48,30-40,40-54
1795,0x8546 ,5.0,34,07:00-10:00,18,30-40,10-20
1796,0x17bc ,4.8,33,13:00-16:00,26,30-40,20-30
1797,0x9177 ,4.8,36,22:00-23:59,22,30-40,20-30
1798,0x75dd ,4.6,29,22:00-23:59,16,20-30,10-20
1799,0xb415 ,4.8,27,19:00-22:00,19,20-30,10-20
1800,0x6107 ,4.7,30,13:00-16:00,17,30-40,10-20
1801,0x7945 ,5.0,22,19:00-22:00,29,20-30,20-30
1802,0xc353 ,4.9,30,07:00-10:00,27,30-40,20-30
1803,0x9a90 ,5.0,34,10:00-13:00,37,30-40,30-40
1804,0x2c11 ,4.9,21,16:00-19:00,27,20-30,20-30
1805,0x3fdb ,5.0,27,19:00-22:00,37,20-30,30-40
1806,0x840c ,4.9,29,22:00-23:59,19,20-30,10-20
1807,0x8a03 ,4.8,23,22:00-23:59,12,20-30,10-20
1808,0xc2b6 ,4.1,34,22:00-23:59,30,30-40,30-40
1809,0x1f75 ,4.0,38,19:00-22:00,46,30-40,40-54
1810,0x5943 ,4.9,25,10:00-13:00,19,20-30,10-20
1811,0x769b ,4.9,32,10:00-13:00,47,30-40,40-54
1812,0x75b3 ,4.6,27,07:00-10:00,11,20-30,10-20
1813,0x9ec ,4.5,30,19:00-22:00,47,30-40,40-54
1814,0x5dc2 ,4.7,32,19:00-22:00,16,30-40,10-20
1815,0xf76 ,4.8,31,19:00-22:00,33,30-40,30-40
1816,0xa034 ,4.8,28,22:00-23:59,17,20-30,10-20
1817,0xdfde ,4.7,32,22:00-23:59,15,30-40,10-20
1818,0x4acc ,4.8,35,22:00-23:59,21,30-40,20-30
1819,0x56ea ,4.8,36,22:00-23:59,29,30-40,20-30
1820,0x6736 ,4.3,30,16:00-19:00,42,30-40,40-54
1822,0xfad ,4.7,34,19:00-22:00,29,30-40,20-30
1823,0x522d ,4.8,27,00:00-04:00,16,20-30,10-20
1824,0x76b2 ,4.1,39,13:00-16:00,33,30-40,30-40
1825,0x9e32 ,4.8,25,22:00-23:59,11,20-30,10-20
1826,0xb282 ,4.6,25,22:00-23:59,24,20-30,20-30
1827,0x4ac0 ,4.9,38,22:00-23:59,20,30-40,20-30
1828,0x331d ,4.9,36,19:00-22:00,26,30-40,20-30
1829,0x8f5c ,4.7,32,16:00-19:00,24,30-40,20-30
1830,0x74a1 ,4.8,33,19:00-22:00,46,30-40,40-54
1831,0x45fd ,4.8,23,19:00-22:00,23,20-30,20-30
1832,0x6121 ,4.8,24,16:00-19:00,20,20-30,20-30
1833,0xd605 ,3.5,39,16:00-19:00,37,30-40,30-40
1834,0x98f9 ,5.0,21,16:00-19:00,23,20-30,20-30
1835,0x7411 ,4.9,22,10:00-13:00,17,20-30,10-20
1836,0x32a7 ,4.0,36,19:00-22:00,52,30-40,40-54
1837,0x4e0c ,4.8,23,10:00-13:00,15,20-30,10-20
1838,0xccb8 ,4.8,38,19:00-22:00,35,30-40,30-40
1839,0x9a13 ,4.8,23,10:00-13:00,28,20-30,20-30
1840,0x79ff ,4.9,25,19:00-22:00,28,20-30,20-30
1841,0xac3f ,4.9,29,16:00-19:00,18,20-30,10-20
1842,0x8589 ,4.9,20,16:00-19:00,28,20-30,20-30
1843,0x79d4 ,4.8,27,10:00-13:00,17,20-30,10-20
1844,0xb608 ,4.6,28,10:00-13:00,16,20-30,10-20
1845,0x93c5 ,4.7,25,22:00-23:59,16,20-30,10-20
1846,0xd4ad ,4.7,29,19:00-22:00,20,20-30,20-30
1847,0x41e4 ,4.6,24,16:00-19:00,24,20-30,20-30
1848,0x8ebd ,4.7,24,16:00-19:00,19,20-30,10-20
1849,0x9b0d ,4.4,29,13:00-16:00,38,20-30,30-40
1850,0xce77 ,4.6,29,19:00-22:00,12,20-30,10-20
1851,0xdee5 ,4.9,34,13:00-16:00,15,30-40,10-20
1852,0x7828 ,4.5,30,22:00-23:59,16,30-40,10-20
1853,0xbaaa ,4.4,31,22:00-23:59,38,30-40,30-40
1854,0x24d1 ,4.9,32,16:00-19:00,49,30-40,40-54
1855,0x1893 ,3.6,33,19:00-22:00,34,30-40,30-40
1856,0x532c ,3.5,31,16:00-19:00,37,30-40,30-40
1857,0xc6b1 ,3.8,39,22:00-23:59,32,30-40,30-40
1858,0x574f ,4.8,28,10:00-13:00,23,20-30,20-30
1860,0x2c3b ,4.3,36,16:00-19:00,31,30-40,30-40
1861,0x2c15 ,4.9,32,16:00-19:00,38,30-40,30-40
1862,0x67fc ,4.1,23,10:00-13:00,33,20-30,30-40
1863,0x81d2 ,5.0,37,22:00-23:59,25,30-40,20-30
1864,0x566b ,4.8,29,19:00-22:00,27,20-30,20-30
1866,0x7b2a ,4.8,38,10:00-13:00,20,30-40,20-30
1867,0x499c ,4.5,23,22:00-23:59,17,20-30,10-20
1868,0x578d ,4.2,22,22:00-23:59,21,20-30,20-30
1869,0x51e2 ,4.7,31,22:00-23:59,20,30-40,20-30
1871,0x8812 ,4.4,37,16:00-19:00,32,30-40,30-40
1872,0x2603 ,4.6,34,19:00-22:00,38,30-40,30-40
1873,0x90dc ,5.0,32,10:00-13:00,32,30-40,30-40
1874,0x66c2 ,4.9,26,07:00-10:00,11,20-30,10-20
1875,0xae3d ,4.6,31,22:00-23:59,17,30-40,10-20
1876,0xc3bb ,4.7,31,19:00-22:00,17,30-40,10-20
1877,0xab8a ,4.2,22,10:00-13:00,19,20-30,10-20
1878,0x8ab9 ,4.6,37,10:00-13:00,28,30-40,20-30
1879,0xde31 ,4.9,37,19:00-22:00,27,30-40,20-30
1880,0x6823 ,4.8,32,22:00-23:59,27,30-40,20-30
1881,0x3e92 ,4.7,26,19:00-22:00,33,20-30,30-40
1882,0x4cf4 ,4.7,26,19:00-22:00,30,20-30,30-40
1883,0xd3e1 ,4.7,37,13:00-16:00,18,30-40,10-20
1884,0x9e36 ,4.8,21,19:00-22:00,43,20-30,40-54
1885,0x1c13 ,4.6,24,10:00-13:00,34,20-30,30-40
1886,0x48d6 ,4.1,33,16:00-19:00,35,30-40,30-40
1887,0xf62 ,4.9,25,13:00-16:00,19,20-30,10-20
1890,0xa3c1 ,4.5,31,22:00-23:59,29,30-40,20-30
1891,0xb4e6 ,5.0,36,19:00-22:00,44,30-40,40-54
1892,0x459f ,4.5,23,19:00-22:00,15,20-30,10-20
1894,0xde9c ,4.6,32,19:00-22:00,26,30-40,20-30
1895,0xd223 ,4.6,21,13:00-16:00,19,20-30,10-20
1896,0xaf87 ,4.7,25,22:00-23:59,14,20-30,10-20
1897,0x607d ,4.6,37,10:00-13:00,15,30-40,10-20
1899,0x7bc ,4.9,36,10:00-13:00,36,30-40,30-40
1900,0x5b07 ,4.5,32,16:00-19:00,28,30-40,20-30
1901,0x844f ,4.6,21,16:00-19:00,17,20-30,10-20
1902,0x365a ,4.8,30,16:00-19:00,43,30-40,40-54
1903,0x746a ,4.3,34,07:00-10:00,30,30-40,30-40
1904,0x660d ,4.7,21,19:00-22:00,40,20-30,40-54
1905,0x96ee ,4.7,30,10:00-13:00,20,30-40,20-30
1906,0x7647 ,3.9,33,22:00-23:59,32,30-40,30-40
1907,0x6448 ,4.7,31,16:00-19:00,37,30-40,30-40
1908,0x3cf7 ,4.9,23,19:00-22:00,15,20-30,10-20
1909,0x7075 ,4.0,33,22:00-23:59,29,30-40,20-30
1910,0x6a3b ,5.0,30,19:00-22:00,30,30-40,30-40
1911,0x878a ,4.5,36,19:00-22:00,33,30-40,30-40
1912,0x2739 ,4.6,36,10:00-13:00,25,30-40,20-30
1913,0xfda ,4.9,38,07:00-10:00,15,30-40,10-20
1914,0x2d0d ,4.6,39,19:00-22:00,43,30-40,40-54
1915,0x2725 ,4.6,21,19:00-22:00,24,20-30,20-30
1916,0xa893 ,4.8,32,07:00-10:00,19,30-40,10-20
1917,0x4e97 ,4.7,26,16:00-19:00,21,20-30,20-30
1918,0xc6d8 ,4.8,31,19:00-22:00,34,30-40,30-40
1919,0xddf7 ,4.6,25,19:00-22:00,20,20-30,20-30
1920,0xbacd ,4.9,35,16:00-19:00,33,30-40,30-40
1921,0x4c08 ,4.6,36,10:00-13:00,16,30-40,10-20
1922,0xc92f ,4.6,26,19:00-22:00,15,20-30,10-20
1923,0x1476 ,4.7,33,16:00-19:00,26,30-40,20-30
1924,0x2218 ,4.6,31,22:00-23:59,27,30-40,20-30
1925,0x6428 ,4.8,33,22:00-23:59,15,30-40,10-20
1926,0x7897 ,4.8,30,19:00-22:00,33,30-40,30-40
1927,0x1810 ,4.9,20,13:00-16:00,14,20-30,10-20
1928,0x258c ,4.6,29,10:00-13:00,15,20-30,10-20
1929,0x9fee ,4.9,32,10:00-13:00,24,30-40,20-30
1930,0x4a3a ,4.7,28,16:00-19:00,23,20-30,20-30
1931,0x86c2 ,4.5,20,22:00-23:59,20,20-30,20-30
1932,0x7c03 ,4.5,27,19:00-22:00,29,20-30,20-30
1933,0x54bd ,5.0,30,22:00-23:59,29,30-40,20-30
1934,0x5787 ,5.0,27,07:00-10:00,16,20-30,10-20
1935,0xbd26 ,4.8,24,19:00-22:00,29,20-30,20-30
1936,0x4a14 ,4.6,27,19:00-22:00,19,20-30,10-20
1937,0x13ca ,4.7,36,07:00-10:00,27,30-40,20-30
1938,0x74ee ,4.6,33,19:00-22:00,52,30-40,40-54
1939,0x3b7c ,4.4,32,19:00-22:00,33,30-40,30-40
1940,0x2713 ,4.7,38,19:00-22:00,33,30-40,30-40
1941,0xba54 ,4.8,34,19:00-22:00,29,30-40,20-30
1942,0x5d2a ,4.9,28,19:00-22:00,13,20-30,10-20
1944,0x44c9 ,4.8,31,10:00-13:00,29,30-40,20-30
1945,0x7b26 ,4.8,34,10:00-13:00,21,30-40,20-30
1947,0x8ffd ,4.6,31,16:00-19:00,26,30-40,20-30
1948,0xa3ec ,4.5,33,13:00-16:00,26,30-40,20-30
1949,0x24c8 ,4.9,23,13:00-16:00,25,20-30,20-30
1950,0xcf90 ,4.3,30,19:00-22:00,43,30-40,40-54
1951,0x3dd3 ,3.9,32,19:00-22:00,40,30-40,40-54
1953,0xe059 ,4.6,39,00:00-04:00,29,30-40,20-30
1954,0x7c45 ,4.9,31,22:00-23:59,20,30-40,20-30
1955,0xa787 ,4.7,27,19:00-22:00,27,20-30,20-30
1956,0x3245 ,4.1,21,16:00-19:00,32,20-30,30-40
1958,0xbcfb ,5.0,31,19:00-22:00,25,30-40,20-30
1959,0xa948 ,4.0,32,16:00-19:00,32,30-40,30-40
1960,0x48cf ,4.6,20,19:00-22:00,39,20-30,30-40
1962,0xfe5 ,4.7,38,13:00-16:00,29,30-40,20-30
1963,0x8e07 ,4.2,25,07:00-10:00,25,20-30,20-30
1964,0xd595 ,4.5,35,16:00-19:00,28,30-40,20-30
1965,0x50ba ,4.8,39,10:00-13:00,27,30-40,20-30
1966,0x934a ,4.3,21,10:00-13:00,15,20-30,10-20
1967,0xa798 ,4.7,29,19:00-22:00,21,20-30,20-30
1968,0xa672 ,4.3,20,19:00-22:00,34,20-30,30-40
1969,0x284b ,4.7,27,22:00-23:59,17,20-30,10-20
1970,0x53a0 ,4.9,26,19:00-22:00,28,20-30,20-30
1971,0xaa1f ,4.7,21,22:00-23:59,23,20-30,20-30
1972,0x6add ,4.9,36,16:00-19:00,24,30-40,20-30
1973,0x464c ,4.9,25,19:00-22:00,18,20-30,10-20
1974,0x88bd ,4.7,31,19:00-22:00,29,30-40,20-30
1975,0x7442 ,5.0,39,16:00-19:00,15,30-40,10-20
1976,0xc061 ,4.0,25,07:00-10:00,19,20-30,10-20
1977,0x9163 ,3.9,37,19:00-22:00,41,30-40,40-54
1978,0x8d17 ,4.8,25,22:00-23:59,17,20-30,10-20
1979,0x319b ,4.6,22,16:00-19:00,28,20-30,20-30
1980,0xa89a ,4.8,33,22:00-23:59,28,30-40,20-30
1981,0x8016 ,4.3,35,10:00-13:00,33,30-40,30-40
1982,0xe04b ,4.8,30,19:00-22:00,26,30-40,20-30
1983,0xbae1 ,4.5,28,19:00-22:00,10,20-30,10-20
1984,0xb799 ,5.0,24,19:00-22:00,32,20-30,30-40
1985,0xd5cb ,4.7,20,10:00-13:00,19,20-30,10-20
1986,0xb51 ,4.9,29,22:00-23:59,15,20-30,10-20
1987,0x6fdf ,4.8,28,10:00-13:00,25,20-30,20-30
1988,0xcb60 ,4.3,24,16:00-19:00,31,20-30,30-40
1989,0x5c78 ,3.7,32,19:00-22:00,31,30-40,30-40
1990,0x9e51 ,4.5,20,16:00-19:00,11,20-30,10-20
1991,0xa47c ,3.8,33,22:00-23:59,36,30-40,30-40
1992,0x70bd ,4.5,37,07:00-10:00,29,30-40,20-30
1993,0x508d ,5.0,24,19:00-22:00,27,20-30,20-30
1995,0x23b5 ,4.0,36,13:00-16:00,33,30-40,30-40
1996,0x9add ,4.6,22,19:00-22:00,22,20-30,20-30
1997,0x5ce5 ,4.7,38,10:00-13:00,37,30-40,30-40
1999,0x6270 ,4.8,28,16:00-19:00,11,20-30,10-20
2000,0x9223 ,4.7,39,13:00-16:00,39,30-40,30-40
2001,0x1b44 ,4.7,36,19:00-22:00,28,30-40,20-30
2002,0x4e85 ,4.4,31,16:00-19:00,44,30-40,40-54
