Festival,Order_Date,Time_taken(min),time_periods,Road_traffic_density,Order_Date_period
No ,2022-03-10,37,22:00-23:59,Jam,2022-03-01 - 2022-03-10
Yes ,2022-03-25,49,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-08,39,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-21,18,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-26,18,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-18,31,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-12,20,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-16,26,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-13,21,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-03,11,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-14,25,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-03,20,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-02,11,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-06,31,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-02-11,23,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-15,14,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-26,12,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-02-12,25,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-26,15,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-21,26,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-07,16,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-06,49,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-05,24,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-23,41,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-05,15,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-16,17,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-09,28,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-16,43,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-12,36,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-06,24,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-15,21,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-17,24,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-11,38,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-02-18,24,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-15,31,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-17,17,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-02-12,25,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-13,19,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-11,14,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-23,25,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-13,29,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-15,12,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-02-12,36,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-05,23,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-03,25,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-08,35,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-15,18,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-05,24,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-11,10,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-06,36,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-16,28,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-12,29,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-31,18,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-24,24,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-02,49,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-13,22,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-30,25,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-10,30,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-12,32,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-20,29,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-11,38,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-29,27,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-21,21,22:00-23:59,Jam,2022-03-20 - 2022-03-31
No ,2022-03-28,20,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-02-14,45,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-19,15,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-13,25,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-07,11,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-20,29,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-11,22,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-04-01,23,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-03-04,24,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-21,26,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-27,29,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-18,17,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-03,32,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-01,21,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-02-12,31,22:00-23:59,Jam,2022-02-10 - 2022-02-20
No ,2022-03-28,12,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-13,27,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-07,13,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-12,28,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-02,37,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-06,24,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-27,36,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-21,28,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-14,17,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-15,33,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-04,18,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-18,28,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-26,28,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-02-14,13,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-07,29,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-11,27,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-21,17,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-11,27,13:00-16:00,High,2022-03-10 - 2022-03-20
No ,2022-04-02,25,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-26,16,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-26,41,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-09,17,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-23,44,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-19,27,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-31,28,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-11,28,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-16,28,00:00-04:00,Low,2022-02-10 - 2022-02-20
No ,2022-02-11,28,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-05,16,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-16,21,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-02,43,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-18,42,22:00-23:59,Low,2022-03-10 - 2022-03-20
Yes ,2022-04-06,43,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-12,28,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-02,11,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-10,37,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-14,28,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-04,43,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-21,29,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-02-13,18,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-04-03,12,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-07,25,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-11,20,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-04-02,32,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-07,25,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-13,39,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-03-18,39,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-18,20,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-26,15,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-02-18,18,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-26,23,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-03,18,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-11,24,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-12,32,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-16,16,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-10,37,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-01,27,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-06,26,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-06,15,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-25,16,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-21,26,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-30,17,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-28,32,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-01,12,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-17,24,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-03-21,28,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-04-01,26,10:00-13:00,High,2022-04-01 - 2022-04-10
No ,2022-03-12,22,19:00-22:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-04,40,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-31,23,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-03,16,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-04,47,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-01,30,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-31,21,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-09,23,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-17,25,13:00-16:00,High,2022-03-10 - 2022-03-20
No ,2022-02-13,22,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-11,18,07:00-10:00,Low,2022-03-10 - 2022-03-20
Yes ,2022-03-10,48,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-30,18,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-13,26,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-02-15,20,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-02-14,18,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-18,18,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-17,26,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-25,21,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-15,29,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-17,34,13:00-16:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-11,12,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-26,14,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-29,16,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-08,32,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-28,15,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-26,17,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-02-12,36,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-06,29,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-20,25,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-28,33,13:00-16:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-12,21,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-01,37,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-07,28,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-26,20,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-18,19,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-02-16,22,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-21,30,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-03,18,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-02-14,26,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-05,19,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-28,37,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-03-01,25,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-05,29,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-06,20,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-28,18,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-30,25,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-13,22,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-11,22,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-02-17,23,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-01,17,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-02-16,26,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-23,22,22:00-23:59,Jam,2022-03-20 - 2022-03-31
No ,2022-02-17,33,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-21,25,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-02-15,27,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-01,46,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-18,20,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-31,36,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-12,21,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-07,27,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-11,21,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-23,26,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-11,15,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-19,17,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-01,11,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-04-01,34,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-26,19,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-11,28,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-07,20,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-02-16,25,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-12,39,22:00-23:59,Jam,2022-03-10 - 2022-03-20
No ,2022-03-16,43,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-13,19,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-10,30,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-23,18,00:00-04:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-15,32,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-04-03,18,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-13,11,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-07,30,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-15,22,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-10,34,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-01,13,10:00-13:00,High,2022-04-01 - 2022-04-10
No ,2022-03-29,41,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-02,28,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-02-17,15,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-16,24,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-08,16,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-24,21,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-14,35,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-19,29,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-05,37,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-13,16,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-02,18,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-29,42,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-05,26,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-14,24,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-02,42,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-25,21,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-02,15,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-02-16,20,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-23,30,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-08,25,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-11,23,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-04,10,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-11,33,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-25,22,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-12,19,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-30,26,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-14,28,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-16,25,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-11,26,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-03,28,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-12,37,00:00-04:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-31,16,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-09,10,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-14,29,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-05,26,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-11,18,19:00-22:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-26,25,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-13,20,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-01,18,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-09,30,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-24,13,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-17,13,13:00-16:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-23,50,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-30,29,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-28,36,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-13,22,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-11,23,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-21,33,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-01,26,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-08,27,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-23,47,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-02,26,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-24,25,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-07,17,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-18,28,22:00-23:59,Low,2022-02-10 - 2022-02-20
Yes ,2022-03-23,42,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-12,25,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-12,42,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-14,16,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-27,17,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-18,14,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-26,10,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-23,16,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-18,15,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-06,25,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-04,23,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-21,16,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-04-05,23,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-19,14,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-06,26,22:00-23:59,Low,2022-03-01 - 2022-03-10
Yes ,2022-03-05,53,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-27,25,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-18,48,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-06,17,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-04-02,54,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-10,21,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-31,19,19:00-22:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-12,26,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-06,22,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-15,26,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-19,14,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-04,27,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-01,19,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-02-14,40,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-25,38,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-29,11,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-05,24,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-02,49,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-05,29,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-07,26,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-05,26,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-30,13,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-04,44,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-20,24,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-17,15,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-08,19,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-27,22,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-10,32,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-15,25,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-19,30,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-04-06,28,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-16,30,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-01,12,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-04,27,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-13,31,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-14,16,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-28,28,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-23,22,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-02,19,19:00-22:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-02,24,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-21,18,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-14,27,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-09,31,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-29,18,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-04,40,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-24,29,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-04-04,38,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-11,18,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-14,28,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-29,32,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-08,38,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-13,17,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-06,39,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-26,13,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-04-01,13,19:00-22:00,Jam,2022-04-01 - 2022-04-10
